id,timestamp,coin,direction,sell_exchange,buy_exchange,premium_pct,sell_bid_usdt,buy_ask_usdt,krw_usd,usdt_usd,est_qty,est_profit_usdt
3928,2026-03-29T22:55:53.549Z,BTC,fwd,bithumb,binance,2.2319407518137657,67034.4649775955,65570.96,1508.0004,1,0.015250653643015139,22.319407518137567
3927,2026-03-29T22:55:52.550Z,ETH,fwd,bithumb,bybit,2.1851774933261847,2006.630767471945,1963.72,1508.0004,1,0.5092375695109282,21.851774933261904
3926,2026-03-29T22:55:52.550Z,ETH,fwd,bithumb,binance,2.1841367732971406,2006.630767471945,1963.74,1508.0004,1,0.0495,2.1230929898612816
3925,2026-03-29T22:55:52.550Z,BTC,fwd,bithumb,bybit,2.2092764065159365,67034.4649775955,65585.5,1508.0004,1,0.015247272644105785,22.09276406515928
3924,2026-03-29T22:55:52.550Z,BTC,fwd,bithumb,binance,2.2132660987682184,67034.4649775955,65582.94,1508.0004,1,0.00176,2.554683960568083
3923,2026-03-29T22:55:51.550Z,ETH,fwd,bithumb,bybit,2.2236990428809777,2006.630767471945,1962.98,1508.0004,1,0.509429540800212,22.236990428809808
3922,2026-03-29T22:55:51.550Z,ETH,fwd,bithumb,binance,2.220053868823779,2006.630767471945,1963.05,1508.0004,1,0.5094113751560072,22.20053868823776
3921,2026-03-29T22:55:51.550Z,BTC,fwd,bithumb,bybit,2.2499671711387004,67034.4649775955,65559.4,1508.0004,1,0.015253342770068061,22.499671711387077
3920,2026-03-29T22:55:51.549Z,BTC,fwd,bithumb,binance,2.2508717783442433,67034.4649775955,65558.82,1508.0004,1,0.015253477716652006,22.508717783442364
3919,2026-03-29T22:55:50.550Z,ETH,fwd,bithumb,bybit,2.2304693416178134,2006.630767471945,1962.85,1508.0004,1,0.5094632804340627,22.3046934161781
3918,2026-03-29T22:55:50.550Z,ETH,fwd,bithumb,binance,2.23359439736015,2006.630767471945,1962.79,1508.0004,1,0.0234,1.025873958843516
3917,2026-03-29T22:55:50.550Z,BTC,fwd,bithumb,bybit,2.2499671711387004,67034.4649775955,65559.4,1508.0004,1,0.015253342770068061,22.499671711387077
3916,2026-03-29T22:55:50.549Z,BTC,fwd,bithumb,binance,2.2552702690760595,67034.4649775955,65556,1508.0004,1,0.015254133870278845,22.552702690760633
3915,2026-03-29T22:55:49.551Z,ETH,fwd,bithumb,bybit,2.266419021483723,2006.630767471945,1962.16,1508.0004,1,0.5096424348676968,22.664190214837223
3914,2026-03-29T22:55:49.551Z,ETH,fwd,bithumb,binance,2.2674614182446096,2006.630767471945,1962.14,1508.0004,1,0.5096476296288746,22.674614182446202
3913,2026-03-29T22:55:49.550Z,BTC,fwd,bithumb,bybit,2.2750837653818134,67034.4649775955,65543.3,1508.0004,1,0.015257089588104351,22.750837653818177
3912,2026-03-29T22:55:49.549Z,BTC,fwd,bithumb,binance,2.274147521883063,67034.4649775955,65543.9,1508.0004,1,0.015256949922113272,22.741475218830583
3911,2026-03-29T22:55:48.550Z,ETH,fwd,bithumb,bybit,2.288835235834963,2006.630767471945,1961.73,1508.0004,1,0.5097541455755888,22.888352358349554
3910,2026-03-29T22:55:48.550Z,ETH,fwd,bithumb,binance,2.2857068020504245,2006.630767471945,1961.79,1508.0004,1,0.5097385550950917,22.857068020504297
3909,2026-03-29T22:55:48.549Z,BTC,fwd,bithumb,bybit,2.308019232558589,67034.4649775955,65522.2,1508.0004,1,0.015262002802103715,23.08019232558594
3908,2026-03-29T22:55:48.549Z,BTC,fwd,bithumb,binance,2.3014460544923843,67034.4649775955,65526.41,1508.0004,1,0.015261022235156785,23.0144605449238
3907,2026-03-29T22:55:47.550Z,XRP,fwd,bithumb,bybit,2.0550674713397443,1.334880282525124,1.308,1508.0004,1,764.525993883792,20.550674713397534
3906,2026-03-29T22:55:47.550Z,ETH,fwd,bithumb,bybit,2.3055234485367615,2006.630767471945,1961.41,1508.0004,1,0.5098373109140872,23.05523448536767
3905,2026-03-29T22:55:47.550Z,ETH,fwd,bithumb,binance,2.2857068020504245,2006.630767471945,1961.79,1508.0004,1,0.5097385550950917,22.857068020504297
3904,2026-03-29T22:55:47.550Z,BTC,fwd,bithumb,bybit,2.3181695037914674,67034.4649775955,65515.7,1508.0004,1,0.015263516989057585,23.181695037914682
3903,2026-03-29T22:55:47.549Z,BTC,fwd,bithumb,binance,2.314437093015842,67034.4649775955,65518.09,1508.0004,1,0.015262960199236578,23.144370930158487
3902,2026-03-29T22:55:46.550Z,XRP,fwd,bithumb,bybit,2.0550674713397443,1.334880282525124,1.308,1508.0004,1,557.02,14.972854972144557
3901,2026-03-29T22:55:46.550Z,ETH,fwd,bithumb,bybit,2.2872709950220838,2006.630767471945,1961.76,1508.0004,1,0.5097463502161325,22.87270995022077
3900,2026-03-29T22:55:46.550Z,ETH,fwd,bithumb,binance,2.280493170970077,2006.630767471945,1961.89,1508.0004,1,0.5097125730800401,22.804931709700845
3899,2026-03-29T22:55:46.550Z,BTC,fwd,bithumb,bybit,2.3181695037914674,67034.4649775955,65515.7,1508.0004,1,0.015263516989057585,23.181695037914682
3898,2026-03-29T22:55:46.549Z,BTC,fwd,bithumb,binance,2.314437093015842,67034.4649775955,65518.09,1508.0004,1,0.015262960199236578,23.144370930158487
3897,2026-03-29T22:55:45.550Z,XRP,fwd,bithumb,bybit,2.0550674713397443,1.334880282525124,1.308,1508.0004,1,764.525993883792,20.550674713397534
3896,2026-03-29T22:55:45.550Z,ETH,fwd,bithumb,bybit,2.2872709950220838,2006.630767471945,1961.76,1508.0004,1,0.5097463502161325,22.87270995022077
